,name,salary,addr,time,limit,company,type,vip,page
250,iOS开发工程师,10k-18k,南山区,2018-07-10 09:56:29,本科、3-5年,深圳即拓互动科技有限公司,"不需要融资、移动互联网,游戏","行业前景好,领导授权,团队靠谱,锻炼人",22
251,高级iOS工程师,25k-50k,南山区,2018-07-10 09:52:10,本科、3-5年,深圳无觅科技有限公司,"B轮、移动互联网,金融","高速发展,团队优秀,待遇丰厚",22
252,IOS开发工程师,8k-16k,南山区,2018-07-10 09:39:28,大专、1-3年,深圳大鹊科技有限公司,A轮、移动互联网、硬件,"人工智能,大数据,互联网,智能硬件",22
253,IOS应用工程师,8k-15k,龙华新区,2018-07-10 09:33:24,大专、3-5年,深圳市睿迈德科技有限公司,"未融资、电子商务,移动互联网","带薪假期,五险一金,年终奖,员工出国游",22
254,iOS开发工程师,10k-18k,福田区,2018-07-10 09:30:22,本科、1年以下,深圳市桐梦科技有限公司,"不需要融资、金融,文化娱乐","互联网产品,前沿技术",22
255,iOS,8k-15k,南山区,2018-07-10 10:01:24,本科、1-3年,深圳欧德蒙科技有限公司,"A轮、移动互联网,企业服务","有挑战,待遇好,团队强,双休",23
256,IOS android h5,10k-20k,罗湖区,2018-07-10 09:17:15,本科、3-5年,北京通力互联技术服务有限公司,"不需要融资、电子商务,企业服务",5天8小时，双休制，办公环境高大上,23
257,IOS开发工程师,12k-20k,宝安区,2018-07-10 09:15:40,本科、1-3年,深圳市高斯贝尔家居智能电子有限公司,"A轮、文化娱乐,硬件","上市公司,绩效奖金,年度旅游",23
258,IOS开发工程师,8k-15k,罗湖区,2018-07-09 21:14:55,大专、1-3年,深圳市一道网络有限公司,"未融资、文化娱乐,分类信息","绩效奖励,年度体检,带薪年假",23
259,ios高级开发工程师,15k-25k,南山区,2018-07-09 20:37:23,本科、不限,速联（深圳）科技有限公司,"上市公司、电子商务,移动互联网","弹性制,五险一金,团队旅游,年终奖",23
260,IOS开发工程师,10k-20k,南山区,2018-07-09 20:22:23,本科、1-3年,深圳市新国都技术股份有限公司,"上市公司、金融,硬件","上市公司,发展前景好",23
261,iOS开发工程师【西安】,15k-25k,南山区,2018-07-09 19:25:01,大专、3-5年,西安逆袭网络科技有限公司,"A轮、移动互联网,社交网络","弹性工作,扁平管理,五险一金,健身福利",23
262,IOS开发工程师,8k-10k,宝安区,2018-07-09 18:29:17,大专、1-3年,深圳信恩世通电子商务有限公司,A轮、电子商务,"五险一金,周末双休,团队年轻,跨境电商",23
263,iOS应届生实习生,5k-10k,南山区,2018-07-09 18:26:31,不限、应届毕业生,深圳可链科技有限公司,"A轮、移动互联网,数据服务","技术大牛,五险一金,季度出游,大小周",23
264,iOS研发工程师,15k-20k,南山区,2018-07-09 18:26:07,本科、3-5年,深圳新链科技企业（有限合伙）,"未融资、移动互联网,金融","技术大神,五险一金,零食下午茶,季度出游",23
265,IOS开发工程师（2018届）,6k-7k,南山区,2018-07-09 17:28:18,本科、1年以下,深圳市沃特沃德股份有限公司,不需要融资、移动互联网,"五险一金,平台大,晋升机会,扁平管理",23
266,iOS高级开发工程师,20k-30k,南山区,2018-07-09 17:03:45,大专、3-5年,深圳市为爱普信息技术有限公司,"上市公司、移动互联网,其他","福利好,待遇优,产品佳,前景广",23
267,iOS开发工程师,7k-10k,宝安区,2018-07-09 16:47:50,本科、1-3年,深圳中韵科技有限公司,"未融资、移动互联网,社交网络","福利好,弹性工作,五险一金,技术牛人多",23
268,IOS开发工程师,9k-17k,宝安区,2018-07-09 16:44:15,本科、3-5年,深圳拓邦股份有限公司,上市公司、硬件、其他,"平台大,福利好,培训多,氛围佳",23
269,iOS开发工程师,10k-20k,南山区,2018-07-09 16:34:56,本科、1-3年,厦门美图之家科技有限公司,"上市公司、移动互联网,硬件","弹性工作,海外团队,海外市场",23
270,iOS开发实习生,3k-4k,南山区,2018-07-09 14:44:24,本科、应届毕业生,深圳市华阅文化传媒有限公司,A轮、移动互联网,"奇虎360,餐补,弹性工作,活动多",25
271,ios开发工程师,15k-25k,南山区,2018-07-09 13:36:07,本科、不限,深圳市图途时代科技有限公司,"不需要融资、企业服务,广告营销","弹性制,五险一金,团队旅游,年终奖",25
272,iOS开发工程师,8k-12k,南山区,2018-07-09 13:13:24,本科、1-3年,黑龙江省容维证券数据程序化有限公司深圳分公司,不需要融资、金融,"领导好,福利好,氛围好,团队好",25
273,IOS开发工程师(平安外包),10K-20K,福田区,2018-07-09 12:06:17,本科、3-5年,深圳市博奥特科技有限公司,"未融资、移动互联网,金融",金融IT行业,25
274,高级iOS开发工程师,15k-30k,南山区,2018-07-09 12:05:52,本科、3-5年,深圳开黑科技有限公司,"A轮、移动互联网,文化娱乐","技术大牛多,产品稳定,团队稳定,公司飞速发",25
275,IOS开发工程师,6k-12k,南山区,2018-07-09 11:51:27,本科、1-3年,深圳市富视康实业发展有限公司,"不需要融资、数据服务,文化娱乐","技术大咖,气氛活跃,老板人好",25
276,Ios开发工程师,10k-15k,南山区,2018-07-09 11:27:17,大专、3-5年,深圳市驰基电竞互娱有限公司,"不需要融资、企业服务,移动互联网","周末双休,团建活动,五险一金,领导nic",25
277,IOS开发工程师,10k-20k,南山区,2018-07-09 11:12:25,本科、1-3年,珠海富讯网络科技有限公司,"A轮、金融,数据服务","高效率团队,专注金融,行业黑马",25
278,iOS开发工程师(图形渲染),15k-25k,宝安区,2018-07-09 11:12:07,本科、1-3年,深圳岚锋创视网络科技有限公司,"C轮、硬件,移动互联网","五险一金,发展空间大,扁平管理,弹性工作",25
279,iOS,20k-35k,宝安区,2018-07-09 11:06:41,大专、3-5年,深圳市英思奇信息咨询有限公司,"未融资、移动互联网,电子商务",高于同行业薪资和良好的晋升制度,25
280,IOS开发工程师,15k-30k,南山区,2018-07-09 11:06:18,本科、3-5年,深圳市牛鼎丰科技有限公司,"不需要融资、金融,移动互联网","互联网氛围,生日假,金融科技,员工旅游",25
281,iOS开发工程师,6k-10k,福田区,2018-07-09 11:05:26,大专、1-3年,深圳魔讯创想科技有限公司,"未融资、移动互联网,硬件",股权激励,25
282,IOS开发工程师,15k-18k,南山区,2018-07-09 11:01:56,本科、3-5年,深圳市闪电鸡科技有限公司,天使轮、电子商务,"福利待遇好,上班不打卡,有前景",25
283,IOS开发工程师,25k-50k,南山区,2018-07-09 10:57:27,本科、不限,睿魔智能科技（深圳）有限公司,"天使轮、硬件,其他","景区办公,朝阳行业,期权激励",25
284,IOS开发,12k-20k,南山区,2018-07-09 10:41:22,不限、3-5年,深圳简信互联网科技服务有限公司,"不需要融资、移动互联网,广告营销","弹性上班时,轻松工作氛,入职交五险,旅游",25
285,ios开发工程师,15k-20k,南山区,2018-07-09 13:36:04,本科、不限,深圳市图途时代科技有限公司,"不需要融资、企业服务,广告营销","弹性制,五险一金,团队旅游,年终奖",26
286,iOS架构师,30k-45k,南山区,2018-07-09 12:05:52,本科、3-5年,深圳开黑科技有限公司,"A轮、移动互联网,文化娱乐","腾讯系团队,有前景产品,轻松氛围,成长空间大",26
287,iOS开发经理,30k-60k,南山区,2018-07-09 10:57:26,本科、5-10年,睿魔智能科技（深圳）有限公司,"天使轮、硬件,其他","前沿行业,期权激励,待遇从优,弹性工作",26
288,iOS开发工程师,8k-16k,南山区,2018-07-09 10:33:13,大专、3-5年,深圳领域天马网络有限公司,天使轮、移动互联网,"技术咖,福利好,氛围好,领导好",26
289,IOS开发工程师,8k-15k,宝安区,2018-07-09 10:30:49,大专、1-3年,深圳市异游科技有限公司,"未融资、移动互联网,游戏","IOS,JAVA",26
290,iOS开发工程师-faceu,20k-40k,宝安区,2018-07-09 10:10:53,本科、3-5年,北京字节跳动科技有限公司,"C轮、移动互联网,数据服务",扁平管理，过亿用户，职业大牛，晋升空间,26
291,IOS运营,10k-20k,南山区,2018-07-09 10:10:30,大专、3-5年,深圳市番趣互动娱乐有限公司,"不需要融资、数据服务,游戏","弹性,双薪,双休,奖金丰厚",26
292,iOS开发工程师,7k-10k,南山区,2018-07-09 10:03:47,本科、1-3年,深圳市渊泊科技有限公司,"未融资、移动互联网,企业服务","挑战多,成长快,提升视野,高手带",26
293,IOS开发工程师,8k-16k,南山区,2018-07-09 10:03:29,大专、3-5年,深圳市创联互动软件科技有限公司,不需要融资、游戏,"90后团队,弹性工作,带薪年假,地铁口办公",26
294,iOS开发工程师,10k-16k,南山区,2018-07-09 09:56:45,大专、3-5年,深圳市五谷网络科技有限公司,"C轮、电子商务,O2O","薪资福利高,氛围好",26
295,iOS开发,10K-20K,南山区,2018-07-09 09:51:12,本科、3-5年,深圳谜语者科技有限公司,"天使轮、移动互联网,分类信息",项目有趣，有挑战，有回报,26
296,iOS,20k-40k,福田区,2018-07-09 09:46:58,本科、3-5年,深圳市嘉德软件有限公司,"不需要融资、移动互联网,电子商务",发展迅速、福利待遇佳,26
297,IOS开发工程师,8k-15k,南山区,2018-07-09 09:42:59,不限、3-5年,深圳声联网科技有限公司,"天使轮、硬件,其他","新颖,挑战",26
298,ios工程师,7k-14k,宝安区,2018-07-09 09:28:02,大专、1-3年,深圳前海迅捷敏达电子商务有限公司,未融资、O2O,"期权,扁平化管理,五险一金",26
299,IOS开发工程师,6k-9k,宝安区,2018-07-09 09:28:02,不限、1-3年,深圳辉云科技有限公司,"未融资、移动互联网,电子商务","双休,5险1金,法定休假,旅游聚餐",26
300,高级ios开发工程师,15k-30k,南山区,2018-07-09 13:36:02,本科、不限,深圳市图途时代科技有限公司,"不需要融资、企业服务,广告营销","弹性制,五险一金,团队旅游,年终奖",27
301,iOS开发实习生-faceu,6k-8k,宝安区,2018-07-09 10:10:52,本科、不限,北京字节跳动科技有限公司,"C轮、移动互联网,数据服务",免费三餐，租房补贴，休闲下午茶，扁平管理，过亿用户，团队氛围好,27
302,IOS开发工程师,10k-15k,南山区,2018-07-09 10:10:22,大专、1-3年,深圳市番趣互动娱乐有限公司,"不需要融资、数据服务,游戏","周末双休,弹性时间,技术大牛,扁平化管理",27
303,高级ios开发工程师,15k-25k,南山区,2018-07-09 09:27:21,本科、3-5年,广东乐心医疗电子股份有限公司,"上市公司、移动互联网,电子商务","扁平化管理,弹性工作,团队优秀,机会多多",27
304,IOS研发工程师,10k-15k,福田区,2018-07-09 09:22:36,本科、1-3年,深圳前海新富资本管理集团,不需要融资、移动互联网,"五险一金,绩效奖金,节日福利,员工旅游",27
305,高级iOS开发工程师,8k-16k,南山区,2018-07-09 09:15:25,本科、1-3年,深圳市盈通数据服务股份有限公司,"未融资、移动互联网,金融",股权激励，活动丰富，有爱的小伙伴,27
306,iOS开发工程师,10k-20k,宝安区,2018-07-09 08:49:31,本科、3-5年,深圳市安全家科技有限公司,"天使轮、移动互联网,硬件",成长空间大+发展前景好,27
307,高级iOS开发工程师,10k-15k,南山区,2018-07-09 00:23:20,本科、3-5年,深圳市格通科技有限公司,未融资、电子商务,"公司氛围好,弹性工作,扁平化管理",27
308,手机端开发实习生（Android/iOS）,4k-8k,南山区,2018-07-08 21:10:21,本科、应届毕业生,北京市商汤科技开发有限公司,B轮、移动互联网,"人工智能,独角兽,计算机视觉,大牛带队",27
309,IOS开发工程师,7k-14k,宝安区,2018-07-07 16:02:40,大专、1-3年,深圳市驿带驿路贸易有限公司,未融资、移动互联网,"发展空间大,2b领导,妹子多,团队一家人",27
310,ios开发,10k-20k,坪山新区,2018-07-07 14:45:52,大专、3-5年,商金投资管理（深圳）有限公司,"不需要融资、移动互联网,电子商务","原始股权,技术挑战高,年终分红,大咖云集",27
311,IOS开发工程师,10K-20K,龙岗区,2018-07-07 11:23:15,本科、3-5年,深圳市爱穿越科技有限公司,未融资、移动互联网、社交网络,技术合伙人，打造一个有前途的团队,27
312,IOS开发工程师,15k-20k,南山区,2018-07-07 09:36:53,本科、3-5年,深圳市四格互联信息技术有限公司,B轮、移动互联网,"不打卡,大牛多,期权",27
313,iOS开发工程师,12k-20k,南山区,2018-07-07 01:27:06,大专、3-5年,深圳微见科技有限公司,"天使轮、移动互联网,社交网络","团队nic,朝阳行业",27
314,iOS开发工程师,13k-18k,南山区,2018-07-06 19:15:46,本科、3-5年,深圳来星网络科技有限公司,"B轮、社交网络,移动互联网","美资公司,十天年假,年底双薪,餐补",27
315,iOS开发工程师（中级/高级/资深）-创新工具,25k-50k,南山区,2018-07-12 10:04:40,本科、3-5年,北京字节跳动科技有限公司,"C轮、移动互联网,数据服务",六险一金，高薪期权，弹性工作，免费三餐，租房补贴，扁平管理，团队氛围好,15
316,20718-ios开发工程师（深圳）,18k-36k,南山区,2018-07-12 09:42:10,本科、3-5年,腾讯科技(深圳)有限公司,"上市公司、移动互联网 ,游戏","大平台,大空间,AI,新领域",15
317,高级iOS开发工程师,15k-30k,南山区,2018-07-12 09:33:20,本科、3-5年,深圳市随手科技有限公司,"C轮、移动互联网,金融","发展空间大,互联网金融,3亿用户",15
318,sz-IOS/Android开发岗,12k-20k,福田区,2018-07-12 09:32:03,本科、1-3年,深圳市中手游网络科技有限公司,"上市公司、移动互联网,游戏","大平台,福利好,晋升空间大,牛人多",15
319,iOS游戏开发工程师,10k-20k,南山区,2018-07-12 09:19:22,大专、3-5年,深圳市点加互动网络科技有限公司,"不需要融资、移动互联网,游戏","弹性工作,游戏,开发工程师",15
320,IOS开发工程师,8k-12k,南山区,2018-07-12 09:18:35,大专、应届毕业生,深圳市迷你玩科技有限公司,B轮、游戏,"领导好,下午茶",15
321,iOS开发实习生（深圳）,8k-12k,南山区,2018-07-12 09:08:39,本科、应届毕业生,广州奇志信息科技有限公司,A轮、移动互联网,"新技术,无人机",15
322,iOS开发工程师,12k-20k,福田区,2018-07-12 09:07:04,大专、3-5年,上海海钜信达金融信息服务有限公司,不需要融资、金融,弹性工作、下午茶、体检、专业培训、奖金~,15
323,IOS开发工程师,10k-20k,南山区,2018-07-12 09:06:37,大专、1-3年,深圳中科数字工程研究中心有限公司,未融资、移动互联网,"五险一金,周末双休,技术氛围好,成长空间大",15
324,iOS开发工程师,10k-20k,南山区,2018-07-12 08:49:14,本科、不限,普联技术有限公司,不需要融资、硬件,"有活力,发展好",15
325,Android/IOS工程师,8k-15k,南山区,2018-07-12 00:26:58,本科、1-3年,深圳市秦丝科技有限公司,"A轮、移动互联网,企业服务","团队优秀,氛围轻松,股票期权,加薪超快",15
326,iOS,10k-20k,南山区,2018-07-11 20:18:15,本科、1-3年,深圳乐言科技有限公司,"不需要融资、游戏,移动互联网","六险一金,鹅场大神,高配团队,海外手游",15
327,ios开发,25k-35k,南山区,2018-07-11 19:53:07,本科、3-5年,深圳盛甜科技有限公司,"天使轮、社交网络,文化娱乐","期权激励,腾讯团队,垂直独角兽",15
328,ios开发工程师,10k-15k,龙华新区,2018-07-11 19:53:05,本科、不限,深圳市三十天科技有限公司,未融资、移动互联网,"五险一金,旅游,年终奖,股票",15
329,iOS开发工程师,20k-40k,南山区,2018-07-11 19:39:18,本科、不限,深圳市大疆创新科技有限公司,"未融资、移动互联网,硬件",待遇优厚，发展潜力大，晋升空间大,15
330,高级iOS工程师,20K-40K,南山区,2018-07-05 22:32:59,本科、不限,腾讯科技(深圳)有限公司,"上市公司、移动互联网 ,游戏",团队资源多，部门重点项目,30
331,iOS开发工程师,10k-20k,南山区,2018-07-05 10:40:51,本科、1-3年,深圳小安时代互联网金融服务有限公司,"B轮、移动互联网,金融","BAT团队,火箭式成长,开源项目,超棒福利",30
332,资深 iOS 开发,30k-60k,南山区,2018-07-05 00:11:14,本科、3-5年,港湾（深圳）网络科技有限公司,不需要融资、金融、数据服务,"行业引领者,大牛团队,扁平化管理,token",30
333,IOS开发工程师,10k-15k,南山区,2018-07-04 18:49:41,本科、1-3年,深圳贝尔创意科教有限公司,上市公司、其他,"五险一金,双休,下午茶,空间大",30
334,ios研发工程师,15k-30k,南山区,2018-07-04 17:56:42,本科、1-3年,东莞市西弗企业管理咨询有限公司,未融资、电子商务,"紧急,待遇优厚,有提升空间,高新企业",30
335,IOS工程师,15k-22k,南山区,2018-07-04 17:37:30,本科、3-5年,深圳超链数字科技有限公司,"不需要融资、企业服务,信息安全","周末双休,五险一金,年终奖金,弹性工作",30
336,iOS开发工程师,12k-24k,南山区,2018-07-04 14:10:33,大专、3-5年,深圳市泊众网科技有限公司,不需要融资、移动互联网,"14年历程,精英团队,人性化管理,奖金丰富",30
337,ios高级开发工程师,10k-20k,南山区,2018-07-04 12:35:33,本科、3-5年,深圳市网信数码科技有限公司,A轮、移动互联网,"股票期权,项目奖金,2次调薪年,出差补贴",30
338,iOS,6K-12K,福田区,2018-07-04 11:58:22,本科、不限,深圳市学海无涯移动科技有限公司,天使轮、移动互联网,前景好！,30
339,IOS开发工程师,10K-20K,龙华区,2018-07-04 11:52:32,本科、3-5年,七鼎娱乐（深圳）有限公司,不需要融资、文化娱乐,双休，下午茶，奖金，老板豪气又nice,30
340,iOS开发工程师,12k-18k,南山区,2018-07-04 11:14:48,本科、1-3年,特斯联（北京）科技有限公司,"B轮、移动互联网,硬件","五险一金,绩效奖金,年终奖金,包饭",30
341,ios 开发工程师,10k-20k,南山区,2018-07-04 11:09:56,本科、3-5年,深圳市奇点创艺科技有限公司,"未融资、移动互联网,数据服务","工作环境好,薪资高,工作氛围好,零食下午茶",30
342,IOS开发工程师,15k-25k,福田区,2018-07-04 11:00:31,大专、3-5年,深圳市小牛普惠投资管理有限公司,未融资、金融,"平台广阔,机会多多,美女多多,钱多多",30
343,高级iOS开发工程师,20k-30k,南山区,2018-07-04 10:39:13,本科、3-5年,深圳市加推科技有限公司,"A轮、移动互联网,企业服务","腾讯系团队,微信高管,福利众多,牛人众多",30
344,iOS开发工程师,15k-25k,南山区,2018-07-04 10:34:11,本科、3-5年,深圳市彬讯科技有限公司,"C轮、移动互联网,O2O","六险一金,独角兽公司,领导专业,团队氛围好",30
345,高级iOS开发工程师-faceu,20k-40k,宝安区,2018-07-09 10:10:52,本科、3-5年,北京字节跳动科技有限公司,"C轮、移动互联网,数据服务",餐补，五险一金,29
346,SNG16-腾讯音乐IOS开发工程师（深圳）,20k-30k,南山区,2018-07-05 22:32:59,本科、3-5年,腾讯科技(深圳)有限公司,"上市公司、移动互联网 ,游戏","优秀平台,最多5个字,最多5个字,最多5个字",29
347,IOS开发工程师,8k-16k,南山区,2018-07-05 16:38:08,本科、3-5年,深圳市泽云科技有限公司,"未融资、硬件,其他","五险一金,带薪年假,周末双休,节日福利",29
348,iOS开发工程师,15k-30k,福田区,2018-07-05 16:00:35,本科、3-5年,上海淇毓信息科技有限公司,"未融资、移动互联网,金融","平台大,行业新,技术深",29
349,IOS开发工程师,15k-25k,龙岗区,2018-07-05 15:17:05,本科、3-5年,北京通力互联技术服务有限公司,"不需要融资、电子商务,企业服务","美女多,福利好,工资高,双休",29
350,iOS开发工程师,20k-35k,南山区,2018-07-05 15:08:04,本科、3-5年,深圳市无极云区块链互联网技术开发有限公司,不需要融资、移动互联网,"五险一金,年底双薪,绩效奖金,员工旅游",29
351,IOS开发工程师,10k-13k,龙华新区,2018-07-05 15:07:58,本科、3-5年,深圳钜丰黄金有限公司,天使轮、金融,"周末双休,不定期福利",29
352,游戏前端工程师（IOS开发）,10k-15k,宝安区,2018-07-05 14:47:35,大专、1-3年,上海中清龙图网络科技有限公司深圳分公司,D轮及以上、游戏,"工作氛围好,工作环境好,发展前景好",29
353,苹果ASO优化师,10k-20k,南山区,2018-07-05 14:46:28,本科、1-3年,深圳市尚游网络科技有限公司,不需要融资、游戏,平台靠谱，十年积累，OV渠道资源,29
354,IOS开发工程师,10K-15K,南山区,2018-07-05 14:17:27,不限、1-3年,深圳市壹众互动科技有限公司,未融资、移动互联网、社交网络,月薪+季度奖金，谁说研发岗位就是死,29
355,iOS工程师/iOS开发工程师,13k-25k,南山区,2018-07-05 13:29:02,本科、1-3年,深圳市云歌人工智能技术有限公司,未融资、移动互联网,"气氛轻松,顶尖团队,升职空间大,协作性文化",29
356,iOS,8k-12k,南山区,2018-07-05 11:57:22,大专、1-3年,深圳市迈卡网络科技有限公司,不需要融资、O2O,"福利多多,项目奖金,周末双休,公司旅游",29
357,ios工程师-base泰国曼谷,15k-20k,宝安区,2018-07-05 10:56:05,不限、1-3年,深圳市彭珠贸易有限公司,"不需要融资、移动互联网,企业服务","税后13薪,绩效奖金,双休,出国",29
358,IOS,20k-30k,福田区,2018-07-05 10:55:34,大专、1-3年,金牛区黄坚栋健康咨询服务部,"A轮、移动互联网,其他","包食宿,出国,1个月年假,交通费",29
359,IOS开发工程师,7k-14k,南山区,2018-07-05 10:52:53,本科、3-5年,恒盈宝区块链技术（深圳）有限公司,未融资、区块链,"BAT团队,团队氛围,帅哥多",29
360,资深ios开发工程师,25k-40k,南山区,2018-07-09 20:37:08,本科、3-5年,速联（深圳）科技有限公司,"上市公司、电子商务,移动互联网","弹性制,五险一金,团队旅游,年终奖",24
361,IOS开发高级工程师（区块链方向）,10k-20k,南山区,2018-07-09 20:22:23,本科、3-5年,深圳市新国都技术股份有限公司,"上市公司、金融,硬件",发展前景好,24
362,iOS研发工程师,12k-16k,南山区,2018-07-09 18:26:31,本科、应届毕业生,深圳可链科技有限公司,"A轮、移动互联网,数据服务","五险一金,带薪年假,团队出游,零食下午茶",24
363,iOS开发工程师,15k-25k,南山区,2018-07-09 17:03:45,本科、3-5年,深圳市为爱普信息技术有限公司,"上市公司、移动互联网,其他","福利好,待遇佳,产品优,前景广",24
364,高级iOS高级开发工程师,13k-25k,南山区,2018-07-09 16:23:18,本科、3-5年,深圳碳云智能科技有限公司,A轮、医疗健康,行业潜力大,24
365,iOS高级工程师,15k-30k,南山区,2018-07-09 15:45:45,本科、5-10年,卫盈联信息技术（深圳）有限公司,B轮、金融,"B轮独角兽,团队牛,高薪福利好,准上市公司",24
366,iOS开发工程师,10k-18k,南山区,2018-07-09 15:10:54,本科、3-5年,北京瑞友科技股份有限公司,"上市公司、移动互联网,电子商务","周末双休,五险一金,员工聚餐,车补饭补",24
367,高级IOS软件工程师,15k-20k,南山区,2018-07-09 14:55:12,本科、5-10年,深圳市同为数码科技股份有限公司,不需要融资、信息安全,"研发,IOS",24
368,IOS开发工程师,15k-25k,南山区,2018-07-09 14:44:25,本科、3-5年,深圳市华阅文化传媒有限公司,A轮、移动互联网,"五险一金,奇虎360,弹性工作制,环境好",24
369,iOS开发工程师,7k-12k,龙岗区,2018-07-09 14:42:24,大专、1-3年,深圳市丰源杰汽车科技有限公司,"未融资、企业服务,其他","创业公司,五险一金,带薪年假,周末双休",24
370,iOS开发工程师,12k-20k,南山区,2018-07-09 14:36:33,本科、3-5年,深圳礼舍科技有限公司,"A轮、移动互联网,电子商务",发展前景好,24
371,IOS开发工程师,7k-13k,南山区,2018-07-09 14:27:02,本科、3-5年,上海网达软件股份有限公司,"上市公司、移动互联网,电子商务","周末双休,加班补贴,五险一金",24
372,iOS开发,10k-15k,南山区,2018-07-09 14:13:49,本科、1-3年,深圳市博悦科创科技有限公司,不需要融资、移动互联网,"五险一金,年终奖,双休,年度体检",24
373,IOS开发工程师,10k-15k,南山区,2018-07-09 13:43:49,本科、不限,深圳喜豆文化发展有限公司,"不需要融资、移动互联网,广告营销","独立开发,ios,开发,技术",24
374,ios高级开发工程师（加急）,15k-25k,南山区,2018-07-09 13:36:25,本科、不限,深圳市迪飞达电子有限公司,"不需要融资、游戏,文化娱乐","弹性制,六险一金,团队旅游,年终奖",24
